Set ID,target
OP753345013110002114,Normal
OP753345013110002115,Normal
OP753345013110002116,Normal
OP753345013110002117,Normal
OP753345013110002120,Normal
OP753345013110002123,Normal
OP753345013110002124,Normal
OP753345013110002125,Normal
OP753345013110002126,Normal
OP753345013110002127,Normal
OP753345013110002128,Normal
OP753345013110002129,Normal
OP753345013110002130,Normal
OP753345013110002132,Normal
OP753345013110002133,Normal
OP753345013110002135,Normal
OP753345013110002137,Normal
OP753345013110002141,Normal
OP753345013110002143,Normal
OP753345013110002147,Normal
OP753345013110002148,Normal
OP753345013110002149,Normal
OP753345013110002150,Normal
OP753345013110002151,Normal
OP753345013110002153,AbNormal
OP753345013110002154,Normal
OP753345013110002155,Normal
OP753345013110002158,Normal
OP753345013110002159,Normal
OP753345013110002160,Normal
OP753345013110002161,Normal
OP753345013110002162,Normal
OP753345013110002163,Normal
OP753345013110002164,Normal
OP753345013110002165,Normal
OP753345013110002166,AbNormal
OP753345013110002167,Normal
OP753345013110002171,Normal
OP753345013110002172,Normal
OP753345013110002173,Normal
OP753345013110002174,Normal
OP753345013110002175,Normal
OP753345013110002177,Normal
OP753345013110002178,Normal
OP753345013110002179,Normal
OP753345013110002180,Normal
OP753345013110002181,Normal
OP753345013110002183,Normal
OP753345013110002184,Normal
OP753345013110002186,Normal
OP753345013110002188,AbNormal
OP753345013110002189,AbNormal
OP753345013110002191,Normal
OP753345013110002192,Normal
OP753345013110002193,Normal
OP753345013110002194,Normal
OP753345013110002195,Normal
OP753345013110002196,Normal
OP753345013110002198,Normal
OP753345013110002199,Normal
OP753345013110002200,Normal
OP753345013110002201,Normal
OP753345013110002202,Normal
OP753345013110002203,AbNormal
OP753345013110002544,Normal
OP753345013110002545,Normal
OP753345013110002549,Normal
OP753345013110002551,Normal
OP753345013110002552,Normal
OP753345013110002553,Normal
OP753345013110002554,Normal
OP753345013110002555,Normal
OP753345013110002556,Normal
OP753345013110002557,Normal
OP753345013110002558,Normal
OP753345013110002559,Normal
OP753345013110002560,Normal
OP753345013110002562,AbNormal
OP753345013110002564,Normal
OP753345013110002565,Normal
OP753345013110002568,Normal
OP753345013110002569,AbNormal
OP753345013110002570,Normal
OP753345013110002572,Normal
OP753345013110002573,Normal
OP753345013110002574,Normal
OP753345013110002576,Normal
OP753345013110002578,Normal
OP753345013110002579,Normal
OP753345013110002580,Normal
OP753345013110002581,AbNormal
OP753345013110002582,Normal
OP753345013110002583,Normal
OP753345013110002584,Normal
OP753345013110002586,Normal
OP753345013110002587,Normal
OP753345013110002588,Normal
OP753345013110002589,Normal
OP753345013110002591,Normal
OP753345013110002592,Normal
OP753345013110002593,Normal
OP753345013110002594,Normal
OP753345013110002595,Normal
OP753345013110002596,Normal
OP753345013110002597,Normal
OP753345013110002598,Normal
OP753345013110002599,Normal
OP753345013110002601,Normal
OP753345013110002602,Normal
OP753345013110002603,Normal
OP753345013110002605,Normal
OP753345013110002608,Normal
OP753345013110002609,Normal
OP753345013110002610,Normal
OP753345013110002611,Normal
OP753345013110002612,Normal
OP753345013110002613,Normal
OP753345013110002614,Normal
OP753345013110002615,Normal
OP753345013110002617,Normal
OP753345013110002618,Normal
OP753345013110002621,AbNormal
OP753345013110002622,Normal
OP753345013110002623,Normal
OP753345013110002624,Normal
OP753345013110002625,Normal
OP753345013110002626,Normal
OP753345013110002629,Normal
OP753345013110002630,Normal
OP753345013110002631,Normal
OP753345013110002635,Normal
OP753345013110002636,Normal
OP753345013110002637,Normal
OP753345013110002639,Normal
OP753345013110002640,Normal
OP753345013110002641,Normal
OP753345013110002645,Normal
OP753345013110002646,Normal
OP753345013110002647,Normal
OP753345013110002648,Normal
OP753345013110002649,Normal
OP753345013110002650,Normal
OP753345013110002653,Normal
OP753345013110002654,Normal
OP753345013110002655,Normal
OP753345013110002656,Normal
OP753345013110002657,Normal
OP753345013110002659,Normal
OP753345013110002660,Normal
OP753345013110002662,Normal
OP753345013110002663,Normal
OP753345013110002664,Normal
OP753345013110002666,Normal
OP753345013110002667,Normal
OP753345013110002668,Normal
OP753345013110002670,Normal
OP753345013110002674,Normal
OP753345013110002675,Normal
OP753345013110002677,Normal
OP753345013110002679,Normal
OP753345013110002682,Normal
OP753345013110002683,Normal
OP753345013110002684,Normal
OP753345013110002686,Normal
OP753345013110002687,Normal
OP753345013110002689,Normal
OP753345013110002691,Normal
OP753345013110002692,Normal
OP753345013110002694,Normal
OP753345013110002695,Normal
OP753345013110002697,Normal
OP753345013110002699,Normal
OP753345013110002700,Normal
OP753345013110002701,Normal
OP753345013110002702,Normal
OP753345013110002703,Normal
OP753345013110002705,Normal
OP753345013110002707,Normal
OP753345013110002708,Normal
OP753345013110002709,Normal
OP753345013110002710,Normal
OP753345013110002711,Normal
OP753345013110002712,Normal
OP753345013110002713,Normal
OP753345013110002714,Normal
OP753345013110002715,Normal
OP753345013110002716,Normal
OP753345013110002717,Normal
OP753345013110002718,Normal
OP753345013110002719,Normal
OP753345013110002721,Normal
OP753345013110002722,Normal
OP753345013110002723,Normal
OP753345013110002724,Normal
OP753345013110002725,Normal
OP753345013110002726,Normal
OP753345013110002727,Normal
OP753345013110002728,Normal
OP753345013110002731,Normal
OP753345013110002733,Normal
OP753345013110002734,Normal
OP753345013110002735,Normal
OP753345013110002736,Normal
OP753345013110002737,Normal
OP753345013110002738,AbNormal
OP753345013110002740,Normal
OP753345013110002741,Normal
OP753345013110002742,Normal
OP753345013110002743,Normal
OP753345013110002744,Normal
OP753345013110002746,Normal
OP753345013110002748,Normal
OP753345013110002749,Normal
OP753345013110002750,Normal
OP753345013110002751,Normal
OP753345013110002752,Normal
OP753345013110002754,Normal
OP753345013110002756,Normal
OP753345013110002759,Normal
OP753345013110002760,Normal
OP753345013110002761,AbNormal
OP753345013110002763,Normal
OP753345013110002766,Normal
OP753345013110002770,Normal
OP753345013110002771,Normal
OP753345013110002772,Normal
OP753345013110002773,Normal
OP753345013110002774,Normal
OP753345013110002777,Normal
OP753345013110002778,Normal
OP753345013110002779,Normal
OP753345013110002780,Normal
OP753345013110002782,Normal
OP753345013110002783,Normal
OP753345013110002444,Normal
OP753345013110002446,Normal
OP753345013110002447,Normal
OP753345013110002449,Normal
OP753345013110002450,Normal
OP753345013110002451,Normal
OP753345013110002452,Normal
OP753345013110002453,Normal
OP753345013110002454,Normal
OP753345013110002455,Normal
OP753345013110002456,Normal
OP753345013110002457,Normal
OP753345013110002458,Normal
OP753345013110002459,Normal
OP753345013110002460,Normal
OP753345013110002461,Normal
OP753345013110002462,Normal
OP753345013110002463,Normal
OP753345013110002465,Normal
OP753345013110002466,Normal
OP753345013110002467,Normal
OP753345013110002468,Normal
OP753345013110002469,Normal
OP753345013110002470,Normal
OP753345013110002471,Normal
OP753345013110002472,Normal
OP753345013110002473,Normal
OP753345013110002474,Normal
OP753345013110002475,Normal
OP753345013110002476,Normal
OP753345013110002477,Normal
OP753345013110002480,Normal
OP753345013110002481,Normal
OP753345013110002482,Normal
OP753345013110002483,Normal
OP753345013110002484,Normal
OP753345013110002485,Normal
OP753345013110002486,Normal
OP753345013110002487,Normal
OP753345013110002488,Normal
OP753345013110002489,Normal
OP753345013110002490,Normal
OP753345013110002492,Normal
OP753345013110002494,Normal
OP753345013110002495,Normal
OP753345013110002496,Normal
OP753345013110002498,Normal
OP753345013110002499,Normal
OP753345013110002500,Normal
OP753345013110002501,Normal
OP753345013110002502,Normal
OP753345013110002507,Normal
OP753345013110002508,Normal
OP753345013110002509,Normal
OP753345013110002510,Normal
OP753345013110002511,Normal
OP753345013110002512,Normal
OP753345013110002514,Normal
OP753345013110002516,Normal
OP753345013110002517,Normal
OP753345013110002519,Normal
OP753345013110002520,Normal
OP753345013110002522,Normal
OP753345013110002524,Normal
OP753345013110002527,Normal
OP753345013110002530,Normal
OP753345013110002531,Normal
OP753345013110002533,Normal
OP753345013110002535,Normal
OP753345013110002537,Normal
OP753345013110002538,Normal
OP753345013110002541,Normal
OP753345013110002542,Normal
OP753345013110002924,Normal
OP753345013110002925,Normal
OP753345013110002926,Normal
OP753345013110002928,Normal
OP753345013110002929,Normal
OP753345013110002930,Normal
OP753345013110002931,Normal
OP753345013110002932,AbNormal
OP753345013110002933,Normal
OP753345013110002935,Normal
OP753345013110002936,AbNormal
OP753345013110002937,Normal
OP753345013110002938,Normal
OP753345013110002940,Normal
OP753345013110002941,Normal
OP753345013110002942,Normal
OP753345013110002943,Normal
OP753345013110002944,Normal
OP753345013110002946,Normal
OP753345013110002947,Normal
OP753345013110002949,Normal
OP753345013110002950,Normal
OP753345013110002953,Normal
OP753345013110002954,Normal
OP753345013110002955,Normal
OP753345013110002956,Normal
OP753345013110002957,Normal
OP753345013110002959,Normal
OP753345013110002960,Normal
OP753345013110002961,Normal
OP753345013110002962,Normal
OP753345013110002963,Normal
OP753345013110002964,Normal
OP753345013110002965,Normal
OP753345013110002966,Normal
OP753345013110002967,AbNormal
OP753345013110002968,Normal
OP753345013110002969,Normal
OP753345013110002970,Normal
OP753345013110002972,Normal
OP753345013110002973,Normal
OP753345013110002974,Normal
OP753345013110002975,Normal
OP753345013110002977,Normal
OP753345013110002978,Normal
OP753345013110002979,Normal
OP753345013110002981,Normal
OP753345013110002982,Normal
OP753345013110002983,Normal
OP753345013110002987,Normal
OP753345013110002988,AbNormal
OP753345013110002989,Normal
OP753345013110002990,Normal
OP753345013110002992,Normal
OP753345013110002993,Normal
OP753345013110002994,Normal
OP753345013110002996,Normal
OP753345013110002997,Normal
OP753345013110002998,AbNormal
OP753345013110003001,Normal
OP753345013110003002,Normal
OP753345013110003005,Normal
OP753345013110003006,Normal
OP753345013110003007,Normal
OP753345013110003008,Normal
OP753345013110003010,AbNormal
OP753345013110003011,AbNormal
OP753345013110003013,Normal
OP753345013110003014,Normal
OP753345013110003015,Normal
OP753345013110003016,Normal
OP753345013110003017,Normal
OP753345013110003018,Normal
OP753345013110003020,Normal
OP753345013110003021,Normal
OP753345013110003022,Normal
OP753345013110003023,Normal
OP753345013110003024,Normal
OP753345013110003026,Normal
OP753345013110003029,Normal
OP753345013110003033,Normal
OP753345013110003034,Normal
OP753345013110003037,Normal
OP753345013110003041,Normal
OP753345013110003042,Normal
OP753345013110003043,Normal
OP753345013110003044,Normal
OP753345013110003045,AbNormal
OP753345013110003046,AbNormal
OP753345013110003048,Normal
OP753345013110003049,Normal
OP753345013110003052,Normal
OP753345013110003054,Normal
OP753345013110003056,Normal
OP753345013110003057,AbNormal
OP753345013110003058,Normal
OP753345013110003059,Normal
OP753345013110003061,Normal
OP753345013110003062,Normal
OP753345013110003063,Normal
OP753345013110003065,Normal
OP753345013110003066,Normal
OP753345013110003068,Normal
OP753345013110003069,Normal
OP753345013110003071,Normal
OP753345013110003072,Normal
OP753345013110003073,Normal
OP753345013110003074,Normal
OP753345013110003075,Normal
OP753345013110003077,Normal
OP753345013110003078,AbNormal
OP753345013110003079,Normal
OP753345013110003080,Normal
OP753345013110003081,Normal
OP753345013110003082,Normal
OP753345013110003084,Normal
OP753345013110003085,Normal
OP753345013110003086,Normal
OP753345013110003087,Normal
OP753345013110003089,Normal
OP753345013110003090,Normal
OP753345013110003091,Normal
OP753345013110003092,Normal
OP753345013110003093,Normal
OP753345013110003094,Normal
OP753345013110003095,Normal
OP753345013110003098,Normal
OP753345013110003100,Normal
OP753345013110003101,Normal
OP753345013110003102,AbNormal
OP753345013110003103,Normal
OP753345013110003104,Normal
OP753345013110003105,Normal
OP753345013110003107,Normal
OP753345013110003108,Normal
OP753345013110003109,Normal
OP753345013110003110,Normal
OP753345013110003111,Normal
OP753345013110003113,Normal
OP753345013110003114,Normal
OP753345013110003117,Normal
OP753345013110003118,Normal
OP753345013110003119,Normal
OP753345013110003123,Normal
OP753345013110002785,Normal
OP753345013110002786,Normal
OP753345013110002787,Normal
OP753345013110002788,Normal
OP753345013110002791,Normal
OP753345013110002792,Normal
OP753345013110002793,Normal
OP753345013110002794,Normal
OP753345013110002795,Normal
OP753345013110002796,Normal
OP753345013110002798,Normal
OP753345013110002799,Normal
OP753345013110002800,Normal
OP753345013110002801,Normal
OP753345013110002802,Normal
OP753345013110002803,Normal
OP753345013110002804,Normal
OP753345013110002805,Normal
OP753345013110002806,Normal
OP753345013110002808,Normal
OP753345013110002809,Normal
OP753345013110002810,Normal
OP753345013110002811,Normal
OP753345013110002812,Normal
OP753345013110002814,Normal
OP753345013110002815,Normal
OP753345013110002817,Normal
OP753345013110002818,AbNormal
OP753345013110002819,Normal
OP753345013110002820,Normal
OP753345013110002821,Normal
OP753345013110002823,Normal
OP753345013110002826,Normal
OP753345013110002827,Normal
OP753345013110002828,Normal
OP753345013110002830,Normal
OP753345013110002832,Normal
OP753345013110002833,Normal
OP753345013110002834,Normal
OP753345013110002835,Normal
OP753345013110002836,Normal
OP753345013110002838,AbNormal
OP753345013110002840,Normal
OP753345013110002841,Normal
OP753345013110002843,Normal
OP753345013110002844,Normal
OP753345013110002845,Normal
OP753345013110002846,Normal
OP753345013110002847,AbNormal
OP753345013110002848,Normal
OP753345013110002850,Normal
OP753345013110002853,Normal
OP753345013110002854,Normal
OP753345013110002855,Normal
OP753345013110002857,Normal
OP753345013110002858,Normal
OP753345013110002859,Normal
OP753345013110002860,Normal
OP753345013110002862,Normal
OP753345013110002863,Normal
OP753345013110002864,Normal
OP753345013110002865,Normal
OP753345013110002867,Normal
OP753345013110002868,Normal
OP753345013110002869,Normal
OP753345013110002870,Normal
OP753345013110002872,Normal
OP753345013110002874,Normal
OP753345013110002876,Normal
OP753345013110002877,Normal
OP753345013110002879,Normal
OP753345013110002880,Normal
OP753345013110002882,Normal
OP753345013110002884,Normal
OP753345013110002885,Normal
OP753345013110002886,Normal
OP753345013110002887,Normal
OP753345013110002888,Normal
OP753345013110002889,Normal
OP753345013110002890,Normal
OP753345013110002891,Normal
OP753345013110002892,Normal
OP753345013110002893,Normal
OP753345013110002895,Normal
OP753345013110002898,Normal
OP753345013110002899,Normal
OP753345013110002901,Normal
OP753345013110002902,Normal
OP753345013110002904,Normal
OP753345013110002907,Normal
OP753345013110002909,Normal
OP753345013110002910,Normal
OP753345013110002911,Normal
OP753345013110002914,Normal
OP753345013110002915,Normal
OP753345013110002917,Normal
OP753345013110002918,Normal
OP753345013110002919,Normal
OP753345013110002923,Normal
OP753345013110003368,Normal
OP753345013110003369,Normal
OP753345013110003370,Normal
OP753345013110003372,Normal
OP753345013110003373,Normal
OP753345013110003374,Normal
OP753345013110003375,Normal
OP753345013110003377,Normal
OP753345013110003378,Normal
OP753345013110003379,Normal
OP753345013110003385,Normal
OP753345013110003386,Normal
OP753345013110003387,Normal
OP753345013110003388,Normal
OP753345013110003389,Normal
OP753345013110003390,AbNormal
OP753345013110003391,Normal
OP753345013110003392,Normal
OP753345013110003395,Normal
OP753345013110003396,Normal
OP753345013110003398,Normal
OP753345013110003399,Normal
OP753345013110003400,Normal
OP753345013110003401,Normal
OP753345013110003403,Normal
OP753345013110003407,Normal
OP753345013110003408,Normal
OP753345013110003409,Normal
OP753345013110003410,Normal
OP753345013110003411,Normal
OP753345013110003414,Normal
OP753345013110003415,Normal
OP753345013110003416,Normal
OP753345013110003418,Normal
OP753345013110003419,Normal
OP753345013110003422,Normal
OP753345013110003423,Normal
OP753345013110003425,Normal
OP753345013110003427,Normal
OP753345013110003428,Normal
OP753345013110003429,Normal
OP753345013110003430,Normal
OP753345013110003431,Normal
OP753345013110003433,Normal
OP753345013110003434,Normal
OP753345013110003435,Normal
OP753345013110003437,Normal
OP753345013110003438,Normal
OP753345013110003444,Normal
OP753345013110003446,Normal
OP753345013110003447,Normal
OP753345013110003448,Normal
OP753345013110003450,Normal
OP753345013110003451,Normal
OP753345013110003452,Normal
OP753345013110003453,Normal
OP753345013110003454,Normal
OP753345013110003455,Normal
OP753345013110003457,Normal
OP753345013110003458,Normal
OP753345013110003459,Normal
OP753345013110003460,Normal
OP753345013110003462,Normal
OP753345013110003463,Normal
OP753345013110003273,Normal
OP753345013110003274,Normal
OP753345013110003275,Normal
OP753345013110003276,Normal
OP753345013110003278,Normal
OP753345013110003279,Normal
OP753345013110003280,Normal
OP753345013110003281,Normal
OP753345013110003282,Normal
OP753345013110003283,Normal
OP753345013110003284,Normal
OP753345013110003285,Normal
OP753345013110003286,Normal
OP753345013110003287,Normal
OP753345013110003288,Normal
OP753345013110003289,Normal
OP753345013110003290,Normal
OP753345013110003291,Normal
OP753345013110003292,Normal
OP753345013110003295,Normal
OP753345013110003296,Normal
OP753345013110003297,Normal
OP753345013110003298,Normal
OP753345013110003299,Normal
OP753345013110003301,Normal
OP753345013110003302,Normal
OP753345013110003303,Normal
OP753345013110003306,Normal
OP753345013110003307,Normal
OP753345013110003308,Normal
OP753345013110003309,Normal
OP753345013110003310,Normal
OP753345013110003311,Normal
OP753345013110003312,Normal
OP753345013110003313,Normal
OP753345013110003315,Normal
OP753345013110003316,Normal
OP753345013110003317,AbNormal
OP753345013110003318,Normal
OP753345013110003319,Normal
OP753345013110003320,AbNormal
OP753345013110003324,AbNormal
OP753345013110003322,AbNormal
OP753345013110003325,Normal
OP753345013110003326,Normal
OP753345013110003328,Normal
OP753345013110003330,Normal
OP753345013110003332,Normal
OP753345013110003335,Normal
OP753345013110003334,AbNormal
OP753345013110003336,Normal
OP753345013110003337,Normal
OP753345013110003338,Normal
OP753345013110003339,Normal
OP753345013110003340,Normal
OP753345013110003343,Normal
OP753345013110003345,Normal
OP753345013110003346,Normal
OP753345013110003347,Normal
OP753345013110003348,Normal
OP753345013110003352,Normal
OP753345013110003353,Normal
OP753345013110003354,Normal
OP753345013110003355,Normal
OP753345013110003356,Normal
OP753345013110003357,Normal
OP753345013110003358,Normal
OP753345013110003359,Normal
OP753345013110003361,AbNormal
OP753345013110003364,AbNormal
OP753345013110003365,AbNormal
OP753345013110003366,Normal
OP753345013110003367,AbNormal
OP753345013110003176,Normal
OP753345013110003333,AbNormal
OP753345013110003177,Normal
OP753345013110003178,Normal
OP753345013110003179,Normal
OP753345013110003180,Normal
OP753345013110003181,Normal
OP753345013110003182,Normal
OP753345013110003183,Normal
OP753345013110003184,Normal
OP753345013110003185,Normal
OP753345013110003186,Normal
OP753345013110003188,Normal
OP753345013110003189,Normal
OP753345013110003190,Normal
OP753345013110003191,Normal
OP753345013110003192,Normal
OP753345013110003194,Normal
OP753345013110003195,Normal
OP753345013110003196,Normal
OP753345013110003198,Normal
OP753345013110003201,Normal
OP753345013110003205,Normal
OP753345013110003207,Normal
OP753345013110003208,Normal
OP753345013110003209,Normal
OP753345013110003210,Normal
OP753345013110003211,Normal
OP753345013110003212,Normal
OP753345013110003213,Normal
OP753345013110003214,Normal
OP753345013110003215,Normal
OP753345013110003216,Normal
OP753345013110003217,Normal
OP753345013110003220,Normal
OP753345013110003221,Normal
OP753345013110003223,Normal
OP753345013110003224,Normal
OP753345013110003228,Normal
OP753345013110003229,Normal
OP753345013110003231,Normal
OP753345013110003232,Normal
OP753345013110003233,Normal
OP753345013110003234,Normal
OP753345013110003235,Normal
OP753345013110003236,Normal
OP753345013110003238,Normal
OP753345013110003239,Normal
OP753345013110003240,Normal
OP753345013110003241,Normal
OP753345013110003242,Normal
OP753345013110003244,Normal
OP753345013110003245,Normal
OP753345013110003246,Normal
OP753345013110003247,Normal
OP753345013110003249,Normal
OP753345013110003250,Normal
OP753345013110003251,Normal
OP753345013110003252,Normal
OP753345013110003253,Normal
OP753345013110003254,Normal
OP753345013110003256,Normal
OP753345013110003257,Normal
OP753345013110003258,Normal
OP753345013110003259,Normal
OP753345013110003260,Normal
OP753345013110003262,Normal
OP753345013110003263,Normal
OP753345013110003264,Normal
OP753345013110003265,Normal
OP753345013110003267,Normal
OP753345013110003270,Normal
OP753345013110003124,Normal
OP753345013110003125,Normal
OP753345013110003126,Normal
OP753345013110003128,Normal
OP753345013110003129,Normal
OP753345013110003130,Normal
OP753345013110003132,Normal
OP753345013110003133,Normal
OP753345013110003134,Normal
OP753345013110003135,Normal
OP753345013110003136,Normal
OP753345013110003137,Normal
OP753345013110003138,Normal
OP753345013110003139,Normal
OP753345013110003140,Normal
OP753345013110003141,Normal
OP753345013110003142,Normal
OP753345013110003143,Normal
OP753345013110003144,Normal
OP753345013110003145,Normal
OP753345013110003146,Normal
OP753345013110003152,Normal
OP753345013110003153,Normal
OP753345013110003154,Normal
OP753345013110003156,Normal
OP753345013110003157,Normal
OP753345013110003159,Normal
OP753345013110003160,Normal
OP753345013110003161,Normal
OP753345013110003163,Normal
OP753345013110003164,Normal
OP753345013110003166,Normal
OP753345013110003167,Normal
OP753345013110003169,Normal
OP753345013110003172,Normal
OP753345013110003173,Normal
OP753345013110003174,Normal
OP753345013110003175,Normal
OP753345013110003664,Normal
OP753345013110003665,Normal
OP753345013110003666,Normal
OP753345013110003667,Normal
OP753345013110003668,Normal
OP753345013110003669,Normal
OP753345013110003670,Normal
OP753345013110003672,Normal
OP753345013110003673,Normal
OP753345013110003674,AbNormal
OP753345013110003676,Normal
OP753345013110003677,Normal
OP753345013110003678,Normal
OP753345013110003682,Normal
OP753345013110003683,Normal
OP753345013110003684,Normal
OP753345013110003685,Normal
OP753345013110003686,Normal
OP753345013110003687,AbNormal
OP753345013110003688,Normal
OP753345013110003689,Normal
OP753345013110003691,Normal
OP753345013110003692,Normal
OP753345013110003693,Normal
OP753345013110003695,Normal
OP753345013110003698,Normal
OP753345013110003699,Normal
OP753345013110003701,Normal
OP753345013110003702,Normal
OP753345013110003703,Normal
OP753345013110003704,Normal
OP753345013110003705,Normal
OP753345013110003706,Normal
OP753345013110003707,Normal
OP753345013110003708,Normal
OP753345013110003709,AbNormal
OP753345013110003710,Normal
OP753345013110003711,Normal
OP753345013110003712,Normal
OP753345013110003713,Normal
OP753345013110003714,Normal
OP753345013110003716,Normal
OP753345013110003717,Normal
OP753345013110003719,Normal
OP753345013110003721,Normal
OP753345013110003722,Normal
OP753345013110003724,Normal
OP753345013110003725,Normal
OP753345013110003726,Normal
OP753345013110003727,Normal
OP753345013110003728,Normal
OP753345013110003730,Normal
OP753345013110003729,Normal
OP753345013110003731,Normal
OP753345013110003732,Normal
OP753345013110003733,Normal
OP753345013110003734,Normal
OP753345013110003735,Normal
OP753345013110003740,Normal
OP753345013110003742,Normal
OP753345013110003743,Normal
OP753345013110003745,Normal
OP753345013110003746,Normal
OP753345013110003747,Normal
OP753345013110003748,Normal
OP753345013110003749,Normal
OP753345013110003750,Normal
OP753345013110003751,Normal
OP753345013110003752,Normal
OP753345013110003755,Normal
OP753345013110003756,Normal
OP753345013110003757,Normal
OP753345013110003758,Normal
OP753345013110003761,Normal
OP753345013110003762,Normal
OP753345013110003623,Normal
OP753345013110003625,Normal
OP753345013110003627,Normal
OP753345013110003628,Normal
OP753345013110003629,Normal
OP753345013110003630,Normal
OP753345013110003631,Normal
OP753345013110003632,Normal
OP753345013110003633,Normal
OP753345013110003635,Normal
OP753345013110003636,Normal
OP753345013110003637,Normal
OP753345013110003638,Normal
OP753345013110003639,Normal
OP753345013110003640,Normal
OP753345013110003641,Normal
OP753345013110003644,Normal
OP753345013110003645,Normal
OP753345013110003646,Normal
OP753345013110003647,Normal
OP753345013110003649,Normal
OP753345013110003651,Normal
OP753345013110003652,Normal
OP753345013110003653,Normal
OP753345013110003654,Normal
OP753345013110003657,Normal
OP753345013110003659,Normal
OP753345013110003660,Normal
OP753345013110003663,Normal
OP753345013110003527,Normal
OP753345013110003528,Normal
OP753345013110003529,Normal
OP753345013110003530,Normal
OP753345013110003531,Normal
OP753345013110003532,Normal
OP753345013110003533,Normal
OP753345013110003534,Normal
OP753345013110003535,Normal
OP753345013110003536,Normal
OP753345013110003537,Normal
OP753345013110003538,Normal
OP753345013110003540,Normal
OP753345013110003543,Normal
OP753345013110003544,Normal
OP753345013110003545,Normal
OP753345013110003546,Normal
OP753345013110003548,Normal
OP753345013110003549,Normal
OP753345013110003551,Normal
OP753345013110003554,Normal
OP753345013110003557,Normal
OP753345013110003559,Normal
OP753345013110003561,Normal
OP753345013110003562,Normal
OP753345013110003564,Normal
OP753345013110003568,Normal
OP753345013110003569,Normal
OP753345013110003570,Normal
OP753345013110003571,Normal
OP753345013110003572,Normal
OP753345013110003574,Normal
OP753345013110003575,Normal
OP753345013110003576,Normal
OP753345013110003578,AbNormal
OP753345013110003580,Normal
OP753345013110003581,Normal
OP753345013110003582,Normal
OP753345013110003583,Normal
OP753345013110003585,Normal
OP753345013110003587,Normal
OP753345013110003591,Normal
OP753345013110003593,Normal
OP753345013110003594,AbNormal
OP753345013110003596,Normal
OP753345013110003597,Normal
OP753345013110003599,Normal
OP753345013110003600,Normal
OP753345013110003601,Normal
OP753345013110003602,Normal
OP753345013110003603,Normal
OP753345013110003604,Normal
OP753345013110003605,Normal
OP753345013110003606,Normal
OP753345013110003607,Normal
OP753345013110003608,Normal
OP753345013110003609,Normal
OP753345013110003610,Normal
OP753345013110003611,Normal
OP753345013110003612,Normal
OP753345013110003614,Normal
OP753345013110003616,Normal
OP753345013110003617,Normal
OP753345013110003620,Normal
OP753345013110003621,Normal
OP753345013110003464,Normal
OP753345013110003466,Normal
OP753345013110003468,Normal
OP753345013110003469,Normal
OP753345013110003471,Normal
OP753345013110003472,Normal
OP753345013110003473,Normal
OP753345013110003474,Normal
OP753345013110003476,Normal
OP753345013110003477,Normal
OP753345013110003478,Normal
OP753345013110003479,Normal
OP753345013110003480,Normal
OP753345013110003482,Normal
OP753345013110003484,Normal
OP753345013110003485,Normal
OP753345013110003487,Normal
OP753345013110003488,AbNormal
OP753345013110003490,Normal
OP753345013110003491,Normal
OP753345013110003493,Normal
OP753345013110003496,Normal
OP753345013110003498,Normal
OP753345013110003499,Normal
OP753345013110003501,Normal
OP753345013110003502,Normal
OP753345013110003503,Normal
OP753345013110003504,Normal
OP753345013110003505,Normal
OP753345013110003506,Normal
OP753345013110003507,Normal
OP753345013110003508,Normal
OP753345013110003510,Normal
OP753345013110003511,Normal
OP753345013110003512,Normal
OP753345013110003513,Normal
OP753345013110003494,AbNormal
OP753345013110003514,Normal
OP753345013110003515,Normal
OP753345013110003516,Normal
OP753345013110003518,Normal
OP753345013110003520,Normal
OP753345013110003521,Normal
OP753345013110003522,Normal
OP753345013110003523,Normal
OP753345013110003526,Normal
OP753345013110004048,Normal
OP753345013110004049,Normal
OP753345013110004053,Normal
OP753345013110004054,Normal
OP753345013110004055,Normal
OP753345013110004056,Normal
OP753345013110004057,Normal
OP753345013110004058,Normal
OP753345013110004059,Normal
OP753345013110004060,Normal
OP753345013110004061,Normal
OP753345013110004062,Normal
OP753345013110004066,Normal
OP753345013110004067,Normal
OP753345013110004069,Normal
OP753345013110004070,Normal
OP753345013110004072,Normal
OP753345013110004073,Normal
OP753345013110004074,Normal
OP753345013110004077,Normal
OP753345013110004078,Normal
OP753345013110004080,Normal
OP753345013110004082,Normal
OP753345013110004083,Normal
OP753345013110004084,Normal
OP753345013110004085,AbNormal
OP753345013110004086,Normal
OP753345013110004087,Normal
OP753345013110004088,Normal
OP753345013110004089,Normal
OP753345013110004091,Normal
OP753345013110004092,Normal
OP753345013110004095,Normal
OP753345013110004096,Normal
OP753345013110004097,AbNormal
OP753345013110004100,Normal
OP753345013110004101,Normal
OP753345013110004102,Normal
OP753345013110004103,Normal
OP753345013110004105,Normal
OP753345013110004107,AbNormal
OP753345013110004108,Normal
OP753345013110004109,Normal
OP753345013110004111,Normal
OP753345013110004112,Normal
OP753345013110004113,Normal
OP753345013110004114,Normal
OP753345013110004115,Normal
OP753345013110004117,Normal
OP753345013110004118,Normal
OP753345013110004119,Normal
OP753345013110004122,Normal
OP753345013110004126,Normal
OP753345013110004127,Normal
OP753345013110004128,Normal
OP753345013110004131,AbNormal
OP753345013110004132,Normal
